LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate
925552,2015-10-18,18:01:47.00,INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E91,<*> failures on node MININT-<*>
12668079,2015-10-18,18:06:32.60,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E34,Received completed container container_<*>
12259501,2015-10-18,18:06:53.16,INFO,IPC Server handler 20 on 62270,org.mortbay.log,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E34,Progress of TaskAttempt attempt_<*> is : <*>.<*>
13215653,2015-10-18,18:03:55.79,INFO,main,org.apache.hadoop.ipc.Client,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E29,Http request log for http.requests.mapreduce is not defined
456182,2015-10-18,18:03:18.64,INFO,RMCommunicator Allocator,org.mortbay.log,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E83,Processing the event EventType: CONTAINER_REMOTE_<*> for container container_<*> taskAttempt attempt_<*>
10231693,2015-10-18,18:04:06.10,INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E77,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
16691277,2015-10-18,18:05:10.70,INFO,ContainerLauncher #8,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
11730146,2015-10-18,18:02:39.23,INFO,main,org.apache.hadoop.yarn.util.RackResolver,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E22,<*> failures on node MININT-<*>
8950348,2015-10-18,18:03:53.25,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E22,attempt_<*> TaskAttempt Transitioned from NEW to UNASSIGNED
2927865,2015-10-18,18:02:55.83,INFO,IPC Server Responder,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E24,Opening proxy : <*>:<*>
13997560,2015-10-18,18:05:16.61,INFO,main,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
16702057,2015-10-18,18:05:10.01,INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
5681889,2015-10-18,18:04:39.30,INFO,ContainerLauncher #5,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
13978598,2015-10-18,18:01:55.45,INFO,IPC Server handler 11 on 62270,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E110,Reduce slow start threshold reached. Scheduling reduces.
16126460,2015-10-18,18:01:59.28,INFO,ContainerLauncher #0,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E89,Logging to <*>(org.mortbay.log) via <*>
4506817,2015-10-18,18:02:03.35,INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E50,Auth successful for job_<*> (auth:SIMPLE)
3574182,2015-10-18,18:08:56.65,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
841529,2015-10-18,18:04:00.24,INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E94,Number of reduces for job job_<*> = <*>
13482806,2015-10-18,18:02:22.96,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E68,Default file system [hdfs://<*>:<*>]
1578012,2015-10-18,18:04:07.20,INFO,IPC Server handler 0 on 62270,org.apache.hadoop.hdfs.LeaseRenewer,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E91,Done acknowledgement from attempt_<*>
1747018,2015-10-18,18:02:17.18,INFO,IPC Server handler 3 on 62270,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E48,Progress of TaskAttempt attempt_<*> is : <*>.<*>
9412323,2015-10-18,18:05:06.84,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
12184063,2015-10-18,18:03:27.93,WARN,AsyncDispatcher event handler,org.apache.hadoop.ipc.Server,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E89,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
3563301,2015-10-18,18:03:40.37,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E56,Task: attempt_<*> - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
16505976,2015-10-18,18:04:51.33,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
2091429,2015-10-18,18:01:47.00,WARN,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>
14601916,2015-10-18,18:09:39.92,ERROR,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,Number of reduces for job job_<*> = <*>
16250769,2015-10-18,18:06:38.86,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
5904905,2015-10-18,18:03:40.59,WARN,RMCommunicator Allocator,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
10309129,2015-10-18,18:04:30.16,INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E7,loaded properties from hadoop-metrics2.properties
12509501,2015-10-18,18:06:38.87,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
1703179,2015-10-18,18:09:52.05,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
14095264,2015-10-18,18:06:01.57,INFO,CommitterEvent Processor #0,org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E48,Resolved <*> to /default-rack
6805931,2015-10-18,18:01:47.00,INFO,main,org.apache.hadoop.yarn.webapp.WebApps,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E31,Resolved <*> to /default-rack
7841821,2015-10-18,18:04:57.99,INFO,main,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
6440910,2015-10-18,18:08:28.00,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
14163157,2015-10-18,18:03:57.60,INFO,IPC Server handler 12 on 62270,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E60,Assigned container container_<*> to attempt_<*>
244711,2015-10-18,18:02:03.31,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E11,Emitting job history data to the timeline server is not enabled
3482484,2015-10-18,18:04:26.12,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
16763817,2015-10-18,18:08:34.69,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
3259451,2015-10-18,18:09:05.70,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
5851899,2015-10-18,18:04:20.23,INFO,Socket Reader #1 for port 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E105,Progress of TaskAttempt attempt_<*> is : <*>.<*>
7149899,2015-10-18,18:01:47.00,INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E95,Resolved <*> to /default-rack
12979938,2015-10-18,18:10:14.10,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
16066730,2015-10-18,18:02:15.23,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Launching attempt_<*>
137493,2015-10-18,18:02:52.11,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E69,"reduceResourceRequest:<memory:<*>, vCores:<*>>"
8801508,2015-10-18,18:04:35.25,INFO,IPC Server handler 27 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
14337754,2015-10-18,18:03:09.41,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
382256,2015-10-18,18:04:57.15,INFO,Socket Reader #1 for port 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
9951126,2015-10-18,18:01:47.00,INFO,CommitterEvent Processor #1,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E74,"Retrying connect to server: <*>:<*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)"
9540790,2015-10-18,18:05:14.91,INFO,main,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
497075,2015-10-18,18:03:57.50,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E59,Opening proxy : <*>:<*>
12709494,2015-10-18,18:01:47.00,INFO,main,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E74,task_<*> Task Transitioned from RUNNING to SUCCEEDED
2992747,2015-10-18,18:08:33.85,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
10694234,2015-10-18,18:09:06.80,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
3561542,2015-10-18,18:02:00.48,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E62,Auth successful for job_<*> (auth:SIMPLE)
15320881,2015-10-18,18:07:36.66,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E74,queue: default
10495433,2015-10-18,18:08:52.14,WARN,RMCommunicator Allocator,org.apache.hadoop.yarn.webapp.WebApps,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
3861225,2015-10-18,18:01:47.00,INFO,ContainerLauncher #1,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E56,Resolved <*> to /default-rack
3337165,2015-10-18,18:02:11.48,INFO,RMCommunicator Allocator,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E90,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
12554596,2015-10-18,18:04:27.65,INFO,main,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
4772297,2015-10-18,18:07:24.03,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
280115,2015-10-18,18:03:24.28,INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E85,Connecting to ResourceManager at <*>/<*>:<*>
6269804,2015-10-18,18:08:59.24,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
5028495,2015-10-18,18:02:17.62,INFO,main,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E43,JVM with ID: jvm_<*> given task: <*>_<*>
2889488,2015-10-18,18:06:49.88,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E101,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
12422978,2015-10-18,18:07:55.72,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
15280970,2015-10-18,18:04:40.46,INFO,IPC Server handler 0 on 62270,org.apache.hadoop.ipc.Client,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
12898530,2015-10-18,18:02:47.52,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E13,"Retrying connect to server: <*>:<*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)"
5008411,2015-10-18,18:01:47.00,INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E8,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
10291766,2015-10-18,18:08:08.86,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
2776986,2015-10-18,18:07:57.04,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
1092774,2015-10-18,18:05:13.65,INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
16752064,2015-10-18,18:09:14.68,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
6697603,2015-10-18,18:07:41.71,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
8980210,2015-10-18,18:03:13.50,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E79,Resolved <*> to /default-rack
10259656,2015-10-18,18:10:46.49,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
6018528,2015-10-18,18:02:10.30,INFO,IPC Server handler 16 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E37,Progress of TaskAttempt attempt_<*> is : <*>.<*>
10084316,2015-10-18,18:02:13.73,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E50,Opening proxy : <*>:<*>
7677609,2015-10-18,18:02:23.34,INFO,IPC Server handler 12 on 62270,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E50,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
11946880,2015-10-18,18:04:37.69,INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
16432634,2015-10-18,18:01:51.65,INFO,main,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E39,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
4436490,2015-10-18,18:04:30.86,INFO,Socket Reader #1 for port 62270,org.apache.hadoop.ipc.Client,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E19,Web app /mapreduce started at <*>
9867859,2015-10-18,18:06:20.67,INFO,main,org.apache.hadoop.mapreduce.v2.app.client.MRClientService,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E54,attempt_<*> TaskAttempt Transitioned from NEW to UNASSIGNED
13658182,2015-10-18,18:02:19.79,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E45,task_<*> Task Transitioned from SCHEDULED to RUNNING
8881409,2015-10-18,18:06:51.34,WARN,RMCommunicator Allocator,org.apache.hadoop.hdfs.DFSClient,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E91,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
11921244,2015-10-18,18:03:36.34,INFO,ContainerLauncher #0,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E83,Executing with tokens:
15330304,2015-10-18,18:01:47.00,INFO,AsyncDispatcher event handler,org.mortbay.log,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E67,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>"
3711059,2015-10-18,18:06:18.11,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E77,"Retrying connect to server: <*>:<*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)"
14335986,2015-10-18,18:07:23.92,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
8390617,2015-10-18,18:04:57.74,INFO,IPC Server handler 17 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
3718207,2015-10-18,18:04:22.49,INFO,IPC Server handler 16 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,"Slow ReadProcessor read fields took <*>ms (threshold=<*>ms); ack: seqno: <*> status: SUCCESS status: ERROR downstreamAckTimeNanos: <*>, targets: [<*>:<*>, <*>:<*>]"
15471161,2015-10-18,18:04:36.28,INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
11402822,2015-10-18,18:06:18.98,ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,E38,ERROR IN CONTACTING RM.
15796348,2015-10-18,18:05:14.37,INFO,ContainerLauncher #3,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>
4627368,2015-10-18,18:02:58.54,INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E30,ATTEMPT_START task_<*>
11088977,2015-10-18,18:03:08.06,INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E52,Adding #<*> tokens and #<*> secret keys for NM use for launching container
550584,2015-10-18,18:01:47.00,INFO,IPC Server handler 21 on 62270,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E90,Adding job token for job_<*> to jobTokenSecretManager
12448282,2015-10-18,18:03:48.44,INFO,ContainerLauncher #8,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E63,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>
14124758,2015-10-18,18:02:10.25,INFO,main,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E104,attempt_<*> TaskAttempt Transitioned from RUNNING to FAIL_CONTAINER_CLEANUP
12377339,2015-10-18,18:06:30.58,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E44,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
4746532,2015-10-18,18:02:02.23,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E31,"Slow ReadProcessor read fields took <*>ms (threshold=<*>ms); ack: seqno: <*> status: SUCCESS status: ERROR downstreamAckTimeNanos: <*>, targets: [<*>:<*>, <*>:<*>]"
1025749,2015-10-18,18:02:16.88,INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E57,Opening proxy : <*>:<*>
15528931,2015-10-18,18:06:30.81,INFO,ContainerLauncher #4,org.apache.hadoop.yarn.util.RackResolver,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E74,IPC Server listener on <*>: starting
15318036,2015-10-18,18:09:10.72,WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...
11445530,2015-10-18,18:01:47.00,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E31,Resolved <*> to /default-rack
7223548,2015-10-18,18:03:46.24,INFO,ContainerLauncher #6,org.apache.hadoop.hdfs.DFSClient,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E74,Using mapred newApiCommitter.
10953317,2015-10-18,18:01:47.00,INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E6,Resolved <*> to /default-rack
16103543,2015-10-18,18:04:03.77,INFO,main,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Created MRAppMaster for application appattempt_1445144423722_0020_000001,E91,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>
